Product_Code,Product_Label
920110,"Musical instruments; pianos, upright, including automatic pianos"
920120,"Musical instruments; pianos, grand"
920190,Musical instruments; harpsichords and other keyboard stringed instruments n.e.c. in heading no. 9201
920210,"Musical instruments; string, played with a bow (e.g. violins)"
920290,"Musical instruments; string, played other than with a bow (e.g. guitars and harps)"
920600,"Musical instruments; percussion (e.g. drums, xylophones, cymbals, castanets, maracas)"
920790,"Musical instruments; (other than keyboard), the sound of which is produced or must be amplified electrically"
920810,Musical boxes
920890,"Fairground and mechanical street organs, mechanical singing birds, musical saws and musical instruments n.e.c. in chapter 92; decoy calls of all kinds; whistles; call horns and other mouth-blown sound signalling instruments"
920930,Musical instrument strings
920992,Musical instruments; parts and accessories for string musical instruments other than keyboard instruments
480439,"Kraft paper and paperboard; uncoated, bleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803"
480441,"Kraft paper and paperboard; uncoated, unbleached, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, other than that of heading no. 4802 or 4803"
480442,"Kraft paper and paperboard; uncoated, weight between 150 and 225g/m2, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets"
480449,"Kraft paper and paperboard; uncoated, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, n.e.c. in item no. 4804.4, other than that of heading no. 4802 or 4803"
480451,"Kraft paper and paperboard; uncoated, unbleached, weight 225g/m2 or more, in rolls or sheets, other than that of heading no. 4802 or 4803"
480452,"Kraft paper and paperboard; uncoated, weight 225g/m2 or more, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets"
480459,"Kraft paper and paperboard; uncoated, weight 225g/m2 or more, in rolls or sheets, n.e.c. in item no. 4804.5, other than that of heading no. 4802 or 4803"
480511,"Paper and paperboard; uncoated, semi-chemical fluting paper, rolls or sheets"
480512,"Paper and paperboard; uncoated, straw fluting paper, rolls or sheets"
480519,"Paper and paperboard; uncoated, fluting paper other than semi-chemical or straw, rolls or sheets"
480524,"Paper & paperboard; uncoated, testliner (recycled linerboard), weight 150g/m2, or less, in rolls or sheets"
480525,"Paper & paperboard; uncoated, testliner (recycled linerboard), weight over 150g/m2, in rolls or sheets"
480530,"Paper and paperboard; sulphite wrapping paper, uncoated, in rolls or sheets"
480540,"Paper and paperboard; filter paper and paperboard, uncoated, in rolls or sheets"
480550,"Paper and paperboard; felt paper and paperboard, uncoated, in rolls or sheets"
480591,"Paper and paperboard; uncoated, weight 150g/m2 or less, in rolls or sheets, n.e.c. in heading no.4805"
480592,"Paper and paperboard; uncoated, weight more than 150g/m2 but less than 225 g/m2, in rolls or sheets, n.e.c. in heading no. 4805"
480593,"Paper and paperboard; uncoated, weight 225/m2 or more, in rolls or sheets, n.e.c. in heading no. 4805"
480610,"Paper; vegetable parchment, in rolls or sheets"
480620,"Paper; greaseproof papers, in rolls or sheets"
480630,"Paper; tracing papers, in rolls or sheets"
480640,"Paper; glassine and other glazed transparent or translucent papers, in rolls or sheets"
480700,"Paper and paperboard; composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets"
480810,"Paper and paperboard; corrugated, whether or not perforated, in rolls or sheets, other than paper of heading 4803"
480840,"Paper and paperboard; kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls or sheets, other than paper of heading 4803"
480890,"Paper and paperboard; other than corrugated (with or without glued flat surface sheets) or kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls or sheets, other than paper of heading 4803"
480920,"Paper; self-copy paper, whether or not printed, in rolls or sheets"
480990,"Paper; carbon paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets"
481013,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing & writing, graphics, containing no, or not more than 10% by weight of total fibres obtained by mechanical or chemi-mechanical process, in rolls"
481014,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got mechanical/chemi-mechanical process, sheets, sides 435mm or less by 297mm or less, unfolded,"
481019,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got by mechanical/chemi-mechanical process, sides exceeding 435mm and 297mm, unfolded, sheets"
481022,"Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanical or chemi-mechanical processed fibres, for writing, printing or other graphic purposes, light-weight coated paper, in rolls or sheets"
481029,"Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanically processed fibres, (excluding light-weight paper), for writing, printing or other graphic purposes, in rolls or sheets"
481031,"Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight 150g/m2 or less, for non-graphic purposes, in rolls or sheets"
481032,"Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight more than 150g/m2, for non-graphic purposes, in rolls or sheets"
481039,"Kraft paper and paperboard; coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in item no. 4810.31 and 4810.32, in rolls or sheets"
481092,"Paper and paperboard; multi-ply, coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in heading no. 4810, in rolls or sheets"
481099,"Paper and paperboard; coated with inorganic substances only, whether or not surface-coloured, surface-decorated or printed, n.e.c. in heading no. 4810, in rolls or sheets"
481110,"Paper and paperboard; tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810"
481141,"Paper and paperboard; self-adhesive, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810"
481149,"Paper and paperboard; gummed or adhesive paper and paperboard (excluding self-adhesive), in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810"
481151,"Paper and paperboard; coated, impregnated or covered with plastics (excluding adhesives), bleached, weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810"
481159,"Paper and paperboard; coated, impregnated or covered with plastics (excluding adhesives), other than bleached and weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810"
481160,"Paper and paperboard; coated or impregnated with wax, paraffin wax, stearin, oil or glycerol, other than goods of heading no. 4803, 4809, or 4810"
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose fibres; coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, in rolls or sheets"
481200,"Paper pulp; filter blocks, slabs and plates of paper pulp"
481310,"Paper, cigarette; in the form of booklets or tubes"
481320,"Paper, cigarette; in rolls of a width not exceeding 5cm"
481390,"Paper, cigarette; (other than in rolls of a width not exceeding 5cm, or in booklets or tubes)"
481420,"Wallpaper and similar wall coverings; coated or covered on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics"
481490,Wallpaper and similar wall coverings and window transparencies of paper; n.e.c. in heading 4814
481620,"Paper; self-copy paper (other than those of heading no. 4809), whether or not put up in boxes"
481690,"Paper; carbon paper and other copying or transfer papers (other than those of heading no. 4809), n.e.c. in item no. 4816.20"
481710,Paper and paperboard; envelopes
481720,"Paper and paperboard; letter cards, plain postcards and correspondence cards"
481730,"Paper and paperboard; boxes, pouches, wallets and writing compendiums containing an assortment of paper stationery"
481810,Paper articles; toilet paper
481820,"Paper articles; handkerchiefs, cleansing or facial tissues and towels"
481830,"Paper articles; tablecloths and serviettes, of paper, cellulose wadding or fibres"
481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres"
481890,"Paper articles; articles of paper, cellulose wadding or fibres, n.e.c. in heading no. 4818"
481910,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard"
481920,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard"
481930,"Paper and paperboard; sacks and bags of paper, paperboard, cellulose wadding or fibres, having a base of a width of 40cm or more"
481940,"Paper and paperboard; sacks and bags, including cones, of paper, paperboard, cellulose wadding or fibres, having a base width less than 40cm"
481950,"Paper and paperboard; packing containers, including record sleeves, of paper, paperboard, cellulose wadding or fibres, n.e.c. in heading no. 4819"
481960,"Paper and paperboard; box files, letter trays, storage boxes and similar articles, used in offices, shops or the like of paper, paperboard, cellulose wadding or webs of cellulose fibres"
482010,"Paper and paperboard; registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles"
482020,Paper and paperboard; exercise books
482030,"Paper and paperboard; binders, folders and file covers"
482040,Paper and paperboard; manifold business forms and interleaved carbon sets
482050,Paper and paperboard; albums for samples or for collections
482090,Paper or paperboard; stationery n.e.c. in heading no. 4820
482110,"Paper and paperboard; labels or all kinds, printed"
